time,l_shoulder,r_shoulder,l_hip,r_hip
0.0,-21.436944740445906,15.018722176784234,23.783372717877807,-45.076374821129214
0.02,-24.204158974836371,14.389721640521596,29.353280560236598,-43.297086126034422
0.04,-23.542603181339661,8.7763180682657378,33.046632955816889,-42.345352084823695
0.06,-22.790531550790639,5.9016665801050818,33.698130890446734,-36.173422202925977
0.08,-23.098937117851275,-1.2721238048813959,36.855087148795612,-25.463057197233958
0.1,-20.327774279515488,-2.4098315319077157,40.166582224826684,-23.60885963506707
0.12000000000000001,-18.510406493149091,-4.2600587702115185,38.265966027965952,-11.655658576845084
0.14,-13.409583345406062,-4.1945980578907713,40.046512421333297,-7.7885840215378321
0.16,-4.4212957908630974,-6.1508238677213605,38.34681201531653,1.8262362914781474
0.18,9.5306173465579853,-8.425499148207324,38.101268422251628,10.304077634584035
0.19999999999999998,21.190618006704092,-17.32516978994208,35.685931478147651,19.830408788205457
0.21999999999999997,37.369264006064398,-18.053507890380072,32.094079214324218,21.658687729171152
0.23999999999999996,44.310070016468281,-14.552213105945297,27.55629077733056,32.154184020623106
0.25999999999999995,47.629701488395639,-18.549002281693447,27.982329205780179,36.991051370297207
0.27999999999999997,58.53922330630062,-22.841167553843789,20.821105483530239,40.620402606628325
0.3,61.979283452189883,-22.482386479470588,20.180634120683763,40.280260883804601
0.32,61.532594928244158,-22.688963999549188,13.181905141486238,40.275719178816416
0.34,63.746396824314935,-25.509204634148961,7.2883999393864087,38.092908847131511
0.36000000000000004,62.853226352272472,-22.646142489209971,3.9167757873499394,38.071151613731473
0.38000000000000006,63.729920555551836,-25.951855114594679,-0.89236132054788353,35.506129133264906
0.4000000000000001,58.832868643680754,-23.138004498310202,-4.2962862676330547,31.316739165046325
0.4200000000000001,59.056532246842245,-20.004220835943457,-14.183506706479315,27.744305681925976
0.4400000000000001,60.674305136237265,-9.9002292593382961,-12.548669615975939,20.970442005753135
0.46000000000000013,58.232796964951184,2.2176359607343681,-17.595029690017281,15.034263338032876
0.48000000000000015,60.699927105635936,19.183213311968522,-26.089153144844218,10.379878849376459
0.5000000000000001,54.345464521746081,37.84602527441875,-24.562735772927148,8.4981195352661381
0.5200000000000001,57.033867432547879,49.865137053142703,-31.238083724491236,1.5200564346290339
0.5400000000000001,55.51963013134641,59.466521043546003,-35.101728074529881,-2.3592646350587447
0.5600000000000002,56.889397349500761,66.480608735851703,-38.237873404791195,-7.9093590833014167
0.5800000000000002,51.380060716696605,62.503701453949382,-37.469220038149246,-12.992213423551298
0.6000000000000002,46.748142268300917,66.825449632408478,-46.872698978372526,-17.156936138942125
0.6200000000000002,47.249656708622261,63.167356763754981,-42.213025917736616,-24.00154778480163
0.6400000000000002,47.135667719104404,62.761608636514723,-47.907009086111572,-26.994541571748453
0.6600000000000003,41.21828897592389,57.577288080533229,-48.265164234395371,-32.640660284737805
0.6800000000000003,39.652461335141886,59.636769189652732,-48.969670070848949,-38.104088139330443
0.7000000000000003,37.331439191435187,59.247659319090566,-47.107021225621615,-40.94521854753539
0.7200000000000003,34.601487775790467,55.082068136085248,-46.786493953607952,-42.342907697173331
0.7400000000000003,29.244818064870095,53.269166994418157,-41.880608701100918,-42.303195460806506
0.7600000000000003,29.942534917072365,53.944454287228496,-40.039005479170434,-48.017699256206441
0.7800000000000004,27.834665451560817,49.572994148210995,-35.852223914754134,-46.318103744070768
0.8000000000000004,20.752822978641785,46.122221187589616,-29.217595257621376,-44.797350999524703
0.8200000000000004,18.447023076832082,45.415726541219641,-27.045180888737349,-48.706972562449316
0.8400000000000004,15.415893517609552,38.8299905758359,-17.769719913443385,-49.852181095876226
0.8600000000000004,15.812265760544246,39.141312688029636,-15.883408920150028,-43.225282479025196
0.8800000000000004,10.463363462320746,33.836217755174758,-6.0103777075604672,-39.480871945055355
