time,l_shoulder,r_shoulder,l_hip,r_hip
139.48,74.5721191072,31.6572168492,33.1686705717,-14.2408748945
139.5,80.0826353683,27.9529772435,17.7074604651,-12.2039618309
139.52,82.6241203681,26.6666155192,-3.5867201802,-11.3318108396
139.54,80.89564454,27.760064647,-22.8127828766,-8.49140924
139.56,78.6406477643,30.5937071311,-33.0033379018,-3.3914027787
139.58,78.2537637687,30.4467908113,-39.7422129879,1.8787611743
139.6,77.2118148889,32.1672729323,-47.2380045133,9.0468089447
139.62,76.3739516183,35.6157972083,-47.7398558814,12.3011973966
139.64,75.700975215,37.5571652051,-44.3564292807,14.3169875545
139.66,74.7479679961,40.5785607951,-44.833055939,16.6372495848
139.68,71.4319677871,46.2419339264,-39.7332637499,18.635600845
139.7,66.6458967005,54.1506599209,-37.3790651981,22.3112229127
139.72,62.5358291851,60.3810731462,-36.6347283239,26.8596390228
139.74,60.9341395174,62.7079201554,-34.3357993439,28.9227832944
139.76,59.0939346118,65.2869489047,-31.7179982323,31.1233592575
139.78,55.946500167,69.4009793981,-27.7434133085,32.8572831821
139.8,51.0339736619,74.8684494848,-23.8242609147,34.6901705395
139.82,45.2263308767,80.1759533507,-19.357605974,36.5757101274
139.84,43.5288835035,79.7419149305,-16.9386967753,35.2868736543
139.86,37.3825363215,83.2272423571,-11.2480025893,20.7541052004
139.88,35.2905417256,80.8885619356,-10.0129512467,-6.9934380768
139.9,31.6421175486,79.9512789709,-6.9158704408,-36.0013297663
139.92,31.5407400471,76.9768247746,-1.7913226923,-47.0991373592
139.94,32.0488532994,72.6277110218,3.6604850743,-48.3584822777
139.96,30.7376327395,69.6916563753,8.4191140775,-47.7048455335
139.98,30.442139385,66.3214911521,12.8198123353,-48.1217892081
140,32.3470672871,62.4338838688,16.4367000681,-45.9080820889
140.02,35.4282585031,59.4881395215,19.4778432706,-43.1053375277
140.04,37.2885597612,56.7361614907,22.673543665,-40.9219293501
140.06,38.7763952199,54.5855824954,26.1191420374,-38.8672950506
140.08,41.6508211986,51.7498803851,28.3806353259,-37.0907233811
140.1,44.8122557302,49.6566920148,28.7403091957,-36.3093418776
140.12,49.2111440831,47.487784112,31.4672146559,-34.1276795092
140.14,54.4002474192,45.342807574,32.0745339355,-28.0135214965
140.16,65.8699158604,36.0891728085,34.2518680681,-21.8929157222
140.18,70.000444124,34.8883518146,34.408483987,-9.7750349353
140.2,76.8727598916,31.1941284494,26.9415095657,-4.802077952
140.22,82.8262748438,26.539936622,-4.5730313143,-4.349779864
140.24,83.7497697892,25.5693345074,-31.6455944035,0.6506672547
140.26,83.3123179599,26.3400618905,-47.523120264,4.8953717827
140.28,81.8153485336,29.9265118844,-54.7837115451,10.3586200657
140.3,77.8845099283,35.3135690944,-51.3645155937,13.5430714641
140.32,75.6083410263,38.7156381334,-47.9335229239,16.6968604358
140.34,72.4365879094,44.2917922158,-45.8164483394,20.8151518838
140.36,69.5773411802,49.6124812522,-43.1945314761,22.7725061551
140.38,65.7357294548,56.1334728685,-40.7194214729,26.6239978029
140.4,61.4081170251,62.1505788831,-38.3382929607,29.7539955426
140.42,59.5888422559,64.8756533146,-35.6667832268,31.3815155019
140.44,57.7276399111,67.9204926828,-31.792247328,33.2900872913
140.46,54.9838645153,70.9235041156,-28.5314869342,34.795662824
140.48,48.906791582,76.6920649886,-23.7853650042,35.3059195496
140.5,44.6222661864,80.2120563737,-20.2243472829,37.1068416821
140.52,42.5703788983,81.7448933686,-19.2493381279,32.9264371524
140.54,41.2707417493,78.6840180328,-12.5193392415,16.1565977047
140.56,41.6941725085,75.1177121509,-5.2944740939,-1.9156450365
140.58,40.0908002203,72.766198561,-3.6587589988,-25.1163602846
140.6,38.1063519198,72.0420279049,0.1707222669,-41.5859055768
140.62,37.7744640031,68.7770345524,3.391525388,-43.5445792404
140.64,37.7265381507,65.4800477425,6.2399670603,-45.0307531976
140.66,37.5089392358,62.6050336257,10.1315029779,-45.1677930912
140.68,38.2628982359,59.0462041801,16.0523747705,-42.4683507742
140.7,38.9159755775,55.8810344258,21.4225119463,-39.2540529808
140.72,39.6693194406,54.2634457285,26.8820856831,-38.6244742696
140.74,43.6044401452,50.9731563006,34.077017774,-36.9472107868
140.76,46.7632980273,49.5071624551,41.2872482981,-32.1881611537
140.78,54.2059632437,44.7219869068,40.0922622186,-23.8404572589
140.8,65.6234640318,36.0168347852,30.4961109656,-16.0542358573
140.82,72.4757243669,32.022046715,12.0447229418,-11.1406001525
140.84,73.9275563644,30.8571938611,-4.8996032473,-8.7685494147
140.86,77.1948150346,29.5073453815,-26.4323364957,-3.8847906941
140.88,80.3254204067,26.4994192914,-40.6696737127,-1.1177779621
140.9,80.4869187641,27.5599585463,-47.6724618147,5.3601520835
140.92,80.6669097823,29.0394837171,-48.3028398686,10.2222591581
140.94,78.9460414566,32.3865143392,-48.8367261298,13.5507587591
140.96,75.3979529281,38.6411055363,-46.1805292064,17.2664566445
140.98,70.6963827251,45.6506270405,-39.0453951937,18.0913898205
141,66.8109641445,52.3943775549,-34.9171903359,20.7042957666
141.02,64.50971285,56.9513531868,-30.6149732554,23.0556623748
141.04,63.0507657464,59.6155441009,-30.1800754897,25.845590537
141.06,61.6149045751,61.9179636156,-31.2199270749,28.4520099245
141.08,59.125653659,65.4423550418,-29.2940548319,30.9366291397
141.1,55.0702963296,71.1823595266,-27.385016456,33.0739225564
141.12,50.322023481,75.705451296,-23.6239507954,34.3407762149
141.14,44.9646719439,79.9982507777,-19.5574363878,36.0855485971
141.16,42.0851086956,81.1496529038,-15.9783235919,34.0554476568
141.18,38.3293605076,81.7829731201,-8.543028432,16.6886295035
141.2,33.1974873334,84.7579128747,-12.5589367451,-19.0530487885
141.22,30.2947579525,85.1954588202,-7.003147532,-44.6473371762
141.24,29.3969359713,79.9963159357,0.4769389743,-52.8337750057
141.26,27.6541979096,75.8109470765,7.4570954094,-53.9505578096
141.28,28.8860399757,69.3769767298,12.4345233492,-50.9521912024
141.3,29.5639588069,64.0719668672,15.5933818566,-47.9813376237
141.32,31.8418698617,61.7267049952,17.8331119108,-42.0410319686
141.34,34.3640944202,59.1092650172,21.2727194306,-39.0814793202
141.36,36.1150840184,55.9726360663,24.6742313399,-39.9012283906
141.38,40.0590149799,52.1666444627,26.7110487733,-37.6321446474
141.4,44.6513279041,49.4238350773,28.3667783961,-34.2113488294
141.42,50.3240989558,44.5748930823,31.6116083736,-33.4407824626
141.44,58.0095708574,38.6754286244,34.2836976442,-30.7386849308
141.46,64.889411155,36.4757355761,34.0013898656,-23.0103615815
141.48,69.7035487846,35.033714991,37.2688839316,-20.8604851292
141.5,75.9894565091,31.2002719208,31.7849674913,-15.7359560779
141.52,77.1519957659,30.4690741077,10.5614916206,-13.9474697045
141.54,81.1962882386,26.8011736676,-15.7341322736,-7.3291226916
141.56,81.4117744495,25.2608448818,-37.6169920112,-6.3332008186
141.58,78.7570736639,27.9286953882,-48.6886842465,-1.9611785345
141.6,78.4537236649,29.7468482163,-53.6272290749,5.9207202049
141.62,77.7888658739,33.9961943109,-55.4143384353,11.841161124
141.64,76.306432572,37.973070015,-52.9145224498,15.8901939349
141.66,73.5783796828,43.7242488953,-48.0479704222,19.9710027546
141.68,70.7000879967,48.7588096887,-43.8525238813,24.9866690208
141.7,66.2765681676,55.4083565929,-42.2542868345,28.257024471
141.72,62.8228910103,60.4324141106,-40.6857069316,29.302270075
141.74,59.272590295,65.5447310574,-36.2552415807,31.0183970579
141.76,55.8912936157,70.2524945011,-32.3752334583,33.2991046639
141.78,53.7119061991,72.7531785325,-28.8487621055,33.9059499933
141.8,48.7469723242,77.6395875764,-23.8139240542,36.0992470189
141.82,43.5146387793,80.3106551774,-18.0364561599,33.2800139438
141.84,39.6775552461,80.8046326061,-12.7190086657,21.2486703693
141.86,38.9037212584,78.7186923484,-6.1727250913,3.0534597438
141.88,33.4043266179,79.5241303176,-4.7940582644,-26.9030627715
141.9,30.6364683047,78.7513669403,0.573390723,-42.1078929963
141.92,30.0636479236,76.5167511849,0.9226092769,-46.4240507114
141.94,28.9385304277,75.2088267144,1.9760844711,-46.2829905504
141.96,29.455899595,71.7523341941,3.9762907961,-46.2700290764
141.98,31.1975582126,68.2702943322,10.5649936851,-46.2370785061
142,31.4617680108,65.2488207637,15.064291962,-42.7785698585
142.02,30.2589085756,64.2449886463,17.6928978686,-40.5238956376
142.04,36.2993423899,58.3159682361,22.8633013262,-39.3901548577
142.06,41.8916308538,53.8242827557,26.5885699509,-36.2801963203
142.08,47.5479892796,48.5694758957,29.725206191,-33.9672194131
142.1,52.7889901327,43.7806104849,31.5807328297,-32.7242550192
142.12,61.1779606437,38.0144452771,31.9169349653,-26.6795574933
142.14,68.3293695207,33.0039060441,33.6322125476,-21.086237079
142.16,72.6492299864,32.803530024,30.6151986251,-14.9791647198
142.18,73.7001708792,32.8453595651,28.459320062,-17.7476609584
142.2,78.3426344657,28.6934042239,11.7413219496,-14.3702709703
142.22,81.8403669843,27.8111478998,-14.3925617981,-6.5256647645
142.24,79.4537553286,30.2527972508,-29.3651261908,-1.7252136908
142.26,79.3122280305,31.0388538764,-38.5243009342,3.5141807155
142.28,79.7721406779,32.1568232535,-42.2816139696,8.7679420722
142.3,80.2310891895,33.3282664752,-46.8405557419,13.0385722986
142.32,77.7242534163,37.1715179349,-47.1868633837,15.8043874011
142.34,72.9582100318,44.9017151832,-41.5682736049,17.3286150538
142.36,68.9223327128,51.0817637743,-37.6612167504,17.8547360127
142.38,66.1632778458,56.1054298543,-37.8877350476,22.5239716325
142.4,64.0290811252,59.5009953076,-40.1598420794,28.4779541691
142.42,62.5283253625,61.5282808988,-38.6741068142,30.7778290683
142.44,60.6592000356,64.1139455238,-33.7772580729,32.1772824056
142.46,57.697730652,67.6450963343,-29.2389024834,33.3298330528
142.48,51.9171449414,73.5243717448,-24.9955079051,34.343156988
142.5,44.4112018617,81.3011060225,-21.2648325072,37.4898389218
142.52,41.6290039125,82.5085560472,-18.5130180975,35.3732592898
142.54,35.657215328,84.8546078845,-12.7713708767,18.9016458225
142.56,33.3658657305,83.4491925244,-10.1143296574,-4.7693622659
142.58,28.4111646388,84.2304539758,-7.9663992165,-34.7587514349
142.6,28.578943183,80.2076660211,-1.470147617,-47.2296364282
142.62,30.02640151,74.6140669422,4.3110760789,-49.0800780506
142.64,31.2587990116,69.4712161862,8.3887158809,-47.7977062396
142.66,31.67312613,65.7745098578,11.9646965154,-45.9625171877
142.68,28.9261390702,65.3240985112,16.4557260715,-43.0513060147
142.7,30.0590450963,62.3423473384,22.1674845052,-41.7553485802
142.72,36.2499216992,56.7137963122,24.7928825222,-38.9402774436
142.74,41.3280087392,52.9243137706,27.1284232022,-36.1838716749
142.76,46.4674663982,49.1577365467,28.4209114704,-33.0303815582
142.78,51.2916340167,44.5607232359,31.075547774,-31.9520006199
142.8,57.9115554434,39.3798870576,33.446774278,-28.8569754381
142.82,65.9593354183,34.4017429292,33.7745989792,-22.0828288033
142.84,69.2521320295,34.4933319077,31.5230305132,-17.2090459855
142.86,67.51395417,35.8623385296,33.3258164161,-13.3832499809
142.88,71.5095453998,34.7538967162,26.5392042172,-11.5504600048
142.9,77.1867285956,33.2805668002,1.8201346799,-1.0515273836
142.92,80.9980224904,30.4415200224,-23.613571045,3.8041047189
142.94,78.1940256473,32.3305819088,-39.866439336,3.8016978688
142.96,79.3917795989,31.8228190713,-47.0305000245,8.9694709635
142.98,79.5180605605,33.0154456111,-50.9581120484,14.2216108764
143,76.30938442,37.4601348823,-49.5183663833,18.0630293251
143.02,73.5751766682,42.3685941339,-45.4243433551,19.894206852
143.04,70.030713634,49.3152187378,-41.988632569,23.3059552803
143.06,66.3549968915,54.7484711268,-38.9714173349,22.7513657659
143.08,63.3173168222,59.7289083248,-37.1930324657,26.703451387
143.1,59.7705402774,64.8319407492,-37.1749922231,30.729308131
143.12,58.0249947841,66.6083247801,-34.9815933318,32.0991674042
143.14,56.0785561426,69.6068852737,-30.0384842914,33.4986900742
143.16,53.5477104367,72.0883298864,-26.5585310124,34.0887426088
143.18,46.5378234842,79.0512083332,-22.7576618523,36.3174333641
143.2,43.0719639836,81.4851065196,-19.1956531609,35.8025924147
143.22,37.5054860394,85.1707828854,-14.6732945351,27.2564948503
143.24,36.0048540372,81.837606661,-7.2819022235,10.1625049797
143.26,29.7999413862,82.6857480154,-4.2635259012,-21.0411891666
143.28,28.6076075428,79.6067558134,-1.1040429542,-42.7932714541
143.3,28.4268040609,75.6828663295,0.7002629551,-50.2349386585
143.32,27.141370555,73.9298725727,5.8899599391,-50.764297246
143.34,28.4284503272,70.2005297841,9.4823080179,-49.0750222167
143.36,29.8116990634,66.8306816858,13.0906356811,-46.8055361722
143.38,30.3743001815,64.1042402458,16.8700890277,-44.8397128501
143.4,32.924523599,60.8048676151,22.8199577739,-42.2848249743
143.42,38.117636307,55.617328537,28.9930115028,-41.1329796866
143.44,43.400169888,51.8449689358,35.9492094738,-40.5636610554
143.46,50.766407664,46.5645072516,32.0284216236,-32.4382517938
143.48,58.6395596238,42.3705148572,29.9826941442,-24.4614911634
143.5,63.3264108782,39.1238066684,27.097066006,-17.0993292227
143.52,67.145124016,34.9848905584,24.909152181,-11.1172836915
143.54,69.7200479118,30.7504294526,23.6460502384,-9.0748068003
143.56,72.5478497806,28.3689697748,12.275644426,-8.4490463007
143.58,77.576085015,27.0383708229,-0.1784872781,-6.9032537656
143.6,80.0376386649,26.3412356884,-15.5792693592,-3.9871624331
143.62,80.2850210004,27.8957482349,-31.8815841341,0.1136406435
143.64,78.3130891185,32.6143234386,-40.1721231138,6.5709332583
143.66,77.0295339975,36.4673349075,-44.0402931863,11.9533953169
143.68,75.5892946001,39.7622808023,-44.762140657,15.3263787469
143.7,73.8058470957,43.1315698119,-44.7503239788,17.9311775291
143.72,72.1246492652,46.1787579529,-44.165233873,20.3520584631
143.74,70.0046977965,49.8605449531,-40.6338649768,24.3276025461
143.76,67.606489569,52.71526736,-37.1984548773,26.2885259623
143.78,65.4729566493,56.4715686605,-36.3142116622,27.3434619343
143.8,61.8420010766,61.7167690191,-35.2846479083,29.385196853
143.82,58.5537927809,65.6734658607,-32.6780751699,30.786288484
143.84,55.7903183318,69.5593865,-29.1674780814,33.3262314211
143.86,50.1470977798,75.2712671101,-24.266098462,34.2174147043
143.88,44.553570152,79.6391478054,-20.1107515322,36.3738516272
143.9,42.3563087045,80.7567767735,-17.3804344829,32.1870482107
143.92,39.9421375611,78.6837090301,-8.3951385186,15.7570404
143.94,33.2963989398,81.0064926566,-6.3055216303,-19.1532032548
143.96,33.0733163704,77.7903600355,-2.8242597253,-38.8364488305
143.98,30.9755842859,76.374256939,2.1624284901,-45.6865057978
144,29.1381443052,73.8151087044,6.7688294793,-48.8031847635
144.02,30.1684505532,68.7196071877,8.5431773486,-45.9193243174
144.04,30.9742203641,64.1148927483,15.1982211158,-47.2803474854
144.06,34.5312815744,60.9772129834,19.0113326213,-43.1728515463
144.08,38.9506054263,55.4767767456,23.0636451262,-40.6435703652
144.1,40.7709351547,52.9156328869,25.6421367912,-38.4560259416
144.12,44.0651911502,50.2676914098,27.3792939459,-36.3854813643
144.14,46.4988906428,48.7997653329,28.8545985945,-34.3555749308
144.16,48.4396821238,48.4128573275,29.8037287397,-31.6464912172
144.18,54.5641107437,44.7461365623,30.3588375731,-27.4925916845
144.2,60.096911485,40.3186290057,31.3941903253,-27.1929075934
144.22,63.5385923138,39.8925936303,32.8619005451,-23.6930920339
144.24,74.6661309797,31.202862287,36.302190779,-16.8468593167
144.26,76.9508644587,28.2350680745,26.4617946232,-18.655997917
144.28,82.2550974684,22.427834407,10.0154819815,-18.9123078335
144.3,84.8495268002,22.3870491827,-1.8843038367,-14.6989158176
144.32,81.7305833144,27.9755166863,-18.9077937263,-4.2015913053
144.34,76.7210613818,33.1340801272,-32.3262827405,-0.8546533156
144.36,74.7395315822,35.1318425296,-42.3213801294,2.384980005
144.38,74.9059324875,36.1715369756,-49.7575593788,9.8507605002
144.4,75.7972954469,37.6842975859,-51.8455905157,13.454055576
144.42,74.1770039413,40.224542295,-47.5135307444,12.9605136307
144.44,74.6054037377,41.0185992578,-47.1256834229,16.9372756613
144.46,73.7988712195,43.2734973968,-43.9368950276,20.5548456038
144.48,72.6340090146,45.891908776,-44.4629780767,24.2573142054
144.5,68.5906912734,51.7358353789,-41.8574638871,24.9261333687
144.52,63.7829729378,57.155906455,-35.5227866019,25.696025446
144.54,55.3252346702,67.2226420528,-30.8308021697,31.3030249539
144.56,47.5665424742,74.9806078331,-25.9010459226,32.1411691182
144.58,42.9111491497,79.3975980486,-22.0037668698,25.8995250557
144.6,37.1074246139,81.770432736,-13.0225718713,8.3857334317
144.62,35.0403814081,79.380089043,-5.020601136,-11.4071391157
144.64,30.9669686025,81.4816053345,-7.1784794575,-26.9269387706
144.66,30.2203971079,78.579811765,-3.6945594553,-42.7610578018
144.68,32.0602096102,72.3987987839,2.2385431893,-48.7763127477
144.7,30.8633100473,69.9015207755,5.9335577496,-50.0483672195
144.72,30.7128731706,67.2928029295,9.8830092479,-49.3780791212
144.74,30.4010650812,65.088484413,14.4197691709,-48.0059353894
144.76,31.5775468822,62.8171783666,17.611390236,-45.6567055075
144.78,35.6929701754,58.4604852054,20.0043256552,-42.526285192
144.8,38.6863046311,55.361042959,24.480919903,-41.8937563233
144.82,41.3045066977,53.3180896896,27.1062530871,-38.5467224616
144.84,45.281398587,50.177444666,27.7056043484,-36.0041823759
144.86,49.4420170484,47.0871946215,31.7123856946,-33.3363229803
144.88,55.7691233437,43.471150859,32.586841751,-27.0746668046
144.9,64.6896219118,37.8767011532,31.5406872473,-18.7669193514
144.92,68.8681065927,36.8378395612,33.0057819375,-8.602368388
144.94,70.6361527634,37.5334334916,26.4131483483,-7.5241377365
144.96,74.411796354,36.4769984479,1.8656315954,-2.638853192
144.98,80.7086444675,30.0050888124,-24.1986393615,1.6103261857
145,81.409364631,28.8380090647,-40.3577988983,2.6660207161
145.02,80.6336088668,29.6915932578,-48.8530250493,4.6066181032
145.04,77.7294896386,32.6767879944,-46.5453214708,7.3125442147
145.06,77.2863995328,34.3084836049,-45.6088622066,12.763246943
145.08,75.0727940493,38.5946529126,-45.2229166282,15.8994438112
145.1,72.031752457,44.5687527299,-42.5776745123,18.5356461797
145.12,67.4749191422,52.167265651,-38.476709867,21.1536173118
145.14,63.314589995,59.2093047005,-38.1067417514,25.893011932
145.16,61.9965627765,61.7278835963,-36.8099278441,28.6920773691
145.18,61.2040564068,62.9626839306,-34.6521819906,29.9752820147
145.2,59.4215819916,65.308856939,-31.6977021633,31.6150119915
145.22,56.5757125886,68.9074879687,-27.8001011325,32.9410106459
145.24,51.3957686773,74.4386420254,-25.0204024706,34.9227879898
145.26,44.966425037,80.7923969263,-21.662723188,37.4835210116
145.28,41.9074186869,82.2115304847,-18.6560866196,34.9587319168
145.3,35.7852132514,84.3873491772,-11.9995873214,16.8094748027
145.32,34.1229330773,82.7550774857,-7.3898863579,-6.1986736971
145.34,29.8116502134,81.2796942767,-3.9035737594,-35.3952065835
145.36,30.1118128311,77.8557081596,1.5496759075,-45.9230960549
145.38,30.9311670437,72.8734797572,7.2572292666,-50.0943140145
145.4,32.1751060633,67.7867529887,7.4368070926,-49.8405317022
145.42,31.103590117,67.38880644,12.564079768,-48.8524609238
145.44,31.0783451169,66.0174235455,14.4613155209,-48.3832344876
145.46,30.5285333282,64.6205279085,17.770622046,-45.1138462937
145.48,31.5982702171,62.9306530493,21.1798787047,-41.5488561063
145.5,37.8398583337,56.8511138432,28.3619816406,-41.6314218254
145.52,44.4300484739,51.5978634218,34.727739479,-42.1816570827
145.54,50.4852762656,47.2502424766,34.8284472894,-38.3277855904
145.56,55.9824406664,42.6503992041,32.7615924851,-32.052011196
145.58,58.8317636114,39.5742744335,33.279926769,-25.5832375271
145.6,62.7061630868,34.816100614,32.3417096007,-19.0750718718
145.62,67.086156414,30.3209842981,26.4625364091,-16.0356517543
145.64,74.8217325322,25.4002869653,17.6358611035,-15.3371296729
145.66,78.5587076867,24.3599546922,4.7768306695,-14.3952534573
145.68,80.3456603969,23.7249567637,-17.2110484572,-12.2842721604
145.7,78.0533810109,27.4537997025,-35.9062877363,-7.5495930726
145.72,76.3054254859,31.9523310022,-46.8640368544,0.79810814
145.74,75.4129839425,35.3807713151,-50.4902363923,7.9062188848
145.76,75.0161465623,37.6632363033,-49.9069715123,12.1822322355
145.78,74.4553983278,39.2462033664,-46.7688160829,13.7693465846
145.8,73.5564421745,41.6411470826,-45.5534437755,16.5539913278
145.82,71.8581871426,45.4948158319,-42.2528796612,20.3264061797
145.84,69.4905859595,49.9454491461,-40.6550445466,24.9469478
145.86,66.194328103,55.5973676092,-38.8897515535,27.3400169077
145.88,62.6835007041,60.7704269672,-36.4200906218,29.2007608961
145.9,59.9686321669,65.0377371094,-32.9930067692,31.455355772
145.92,56.0007167134,70.1570831859,-29.2788614071,33.923055074
145.94,49.3299588514,76.4359349097,-25.2253408092,35.0033022145
145.96,43.992324315,80.0484194866,-19.0482783669,35.95419085
145.98,41.8708955971,80.9105820674,-16.7618973336,31.5528712418
146,39.4553542037,79.6633855783,-8.9070904076,12.4102285657
146.02,34.8030126767,80.1727710844,-8.4816277993,-24.6445670315
146.04,33.8380565581,78.5204982808,-4.6214195522,-41.1712797989
146.06,34.0852558193,73.8355369028,2.3965157251,-47.1092808794
146.08,31.3818067398,72.699154708,6.3760521517,-48.2461390571
146.1,29.7915001152,71.2152446286,10.1025303059,-48.8841886962
146.12,28.5145161951,68.6817778152,11.5401013187,-45.8416707238
146.14,31.5601199601,64.2303328636,15.1078351084,-43.1770130072
146.16,36.6913655082,58.3607268017,21.400125745,-40.0068882626
146.18,42.4954521197,52.5279759746,24.2399670888,-36.3265358246
146.2,44.9227491595,50.3962591015,26.1615533553,-33.620406844
146.22,45.9109139652,50.0198042947,28.7231529996,-31.9312004486
146.24,51.0947208692,45.6383403894,31.0915054065,-29.9747400763
146.26,58.363427929,40.0177972146,33.3549989611,-27.4325144127
146.28,65.414982221,36.1462716043,32.8755894686,-22.0934651667
146.3,68.4461008497,35.6962954404,36.0726357766,-22.0149967785
146.32,74.8201642353,29.8328684276,30.2878354545,-15.8229448782
146.34,73.7959258084,31.4792699316,13.7541086193,-17.0226968684
146.36,77.84546651,28.4527774172,-3.4736773568,-12.7022670517
146.38,79.6924659346,27.6892584271,-14.0518758685,-10.127269104
146.4,78.5151238194,29.4105767666,-20.4343003657,-6.1771772796
146.42,75.8623040171,31.8587388929,-27.4112363115,-3.4470959243
146.44,72.7130851243,35.3213361941,-36.1225953127,2.2368648896
146.46,73.5211687698,36.4200080164,-39.4978069361,8.8855113465
146.48,77.6623338423,34.8169916521,-41.9904663837,15.5319980232
146.5,76.6576278252,37.0958595479,-42.4250378681,16.0607568699
146.52,71.3853085741,44.8368000412,-40.887956492,17.3176435636
146.54,67.7933238516,51.2343711913,-40.4831392913,22.9262148872
146.56,64.3962673061,57.1886193142,-37.3812616551,26.2097267322
146.58,61.9066847777,60.8372927341,-34.8733953984,28.0449053477
146.6,59.603987465,63.5809662077,-32.9568247898,29.5271846197
146.62,57.0664073033,67.0552825593,-31.3282291732,31.0936269955
146.64,54.7741068975,70.6217846359,-29.0654840197,33.1403988416
146.66,52.4373762158,73.3471008374,-25.9725026688,34.2338554049
146.68,49.5402494779,75.0110275027,-21.349823194,35.9064039737
146.7,49.7501824304,72.1279497444,-19.12317191,33.7685015143
146.72,49.4277410896,71.9823366875,-16.2390670711,29.3915824426
146.74,46.19468569,69.8219156823,-14.3701886407,12.4480601229
146.76,40.6680533013,69.0480518129,1.8252148051,-10.7850303277
146.78,35.2767292681,70.9024585822,2.9776179136,-31.0152009758
146.8,33.2975695041,70.9312190049,4.8139751283,-42.3106423995
146.82,31.9014551929,70.5888901701,8.3178641044,-45.9280103402
146.84,30.8250238483,69.5446747229,12.3310459608,-47.8149199288
146.86,30.6969574414,67.2403428274,13.3630725127,-44.3656086976
146.88,30.7362574524,66.2334474271,14.4348574479,-43.2053498387
146.9,33.5882459939,62.5095054104,19.4501858957,-42.3370980454
146.92,38.1409979844,56.8774575709,23.6087061012,-40.4955663009
146.94,40.8916991124,52.461794844,26.8648598965,-39.4475574328
146.96,42.1241653547,50.755434476,28.4682356947,-38.9172277021
146.98,43.6990733996,49.6023227624,30.0079530723,-38.0982860502
147,46.9850504004,47.6245503779,32.7297689067,-35.81992812
147.02,50.8394725905,46.4983799487,31.9583212595,-31.2782849856
147.04,54.7877481998,45.378217431,32.1653977692,-27.3367202222
147.06,63.3376378893,38.6135415967,33.5095774924,-22.5094201635
147.08,71.3009120216,33.6293067208,36.5514832861,-16.8102785257
147.1,77.1393328982,30.1613710576,35.4511301969,-13.5687039783
147.12,84.1031169141,24.1033881905,10.7834930111,-9.0766086214
